"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/measurements_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/measurements.csv?datainfo&rowcount&base_name=Bivalvia,%20Gastropoda,%20Brachiopoda&interval=Cenozoic"
"Access Time","Fri 2025-12-12 13:55:29 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Bivalvia, Gastropoda, Brachiopoda"
"","interval","Cenozoic"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","1.18"
"Records Found","6076"
"Records Returned","6076"
"Records:"
"measurement_no","specimen_no","record_type","n_measured","position","measurement_type","average","min","max"
"261129","124220","mea","1","","length","17.6","",""
"261130","124220","mea","1","","height","9","",""
"261131","124221","mea","1","","width","10.5","",""
"261132","124221","mea","1","","length","14","",""
"261133","124222","mea","1","","width","11.9","",""
"261134","124222","mea","1","","length","13","",""
"261135","124223","mea","1","","width","10.3","",""
"261136","124223","mea","1","","length","14.7","",""
"261137","124223","mea","1","","height","8.4","",""
"261138","124224","mea","1","","width","9.6","",""
"261139","124224","mea","1","","length","11.9","",""
"261140","124224","mea","1","","height","5.3","",""
"261141","124225","mea","1","","width","11.3","",""
"261142","124225","mea","1","","length","13.8","",""
"261143","124226","mea","1","","width","9.9","",""
"261144","124226","mea","1","","length","12.1","",""
"261145","124226","mea","1","","height","5.2","",""
"261146","124227","mea","1","","width","7.1","",""
"261147","124227","mea","1","","length","8.9","",""
"261148","124228","mea","1","","width","15.6","",""
"261149","124228","mea","1","","length","20.2","",""
"261150","124228","mea","1","","height","12.1","",""
"261151","124229","mea","1","","width","15.6","",""
"261152","124229","mea","1","","length","20","",""
"261153","124229","mea","1","","height","11.5","",""
"261154","124230","mea","1","","width","16.3","",""
"261155","124230","mea","1","","length","20.3","",""
"261156","124230","mea","1","","height","10.7","",""
"261157","124231","mea","1","","width","13","",""
"261158","124231","mea","1","","length","17","",""
"261159","124231","mea","1","","height","8.8","",""
"261160","124232","mea","1","","width","12.4","",""
"261161","124232","mea","1","","length","18.4","",""
"261162","124232","mea","1","","height","11.1","",""
"261163","124233","mea","1","","width","14.4","",""
"261164","124233","mea","1","","length","19.5","",""
"261165","124233","mea","1","","height","11.7","",""
"261166","124234","mea","1","","width","14.7","",""
"261167","124234","mea","1","","length","18","",""
"261168","124234","mea","1","","height","10.8","",""
"261169","124235","mea","1","","width","14.8","",""
"261170","124235","mea","1","","length","20.4","",""
"261171","124235","mea","1","","height","13","",""
"261172","124236","mea","1","","width","12.9","",""
"261173","124236","mea","1","","length","15.6","",""
"261174","124237","mea","1","","width","16.8","",""
"261175","124237","mea","1","","length","24.2","",""
"261176","124238","mea","1","","width","9.5","",""
"261177","124238","mea","1","","length","14","",""
"261178","124238","mea","1","","height","7.3","",""
"261179","124239","mea","1","","width","13.1","",""
"261180","124239","mea","1","","length","17.1","",""
"261181","124239","mea","1","","height","9.1","",""
"261182","124240","mea","1","","width","14.3","",""
"261183","124240","mea","1","","length","18.4","",""
"261184","124240","mea","1","","height","9.4","",""
"261185","124241","mea","1","","width","11.2","",""
"261186","124241","mea","1","","length","14.2","",""
"261187","124241","mea","1","","height","8.5","",""
"261188","124242","mea","1","","width","8.4","",""
"261189","124242","mea","1","","length","11.7","",""
"261190","124243","mea","1","","width","7.8","",""
"261191","124243","mea","1","","length","10.8","",""
"261192","124243","mea","1","","height","5.8","",""
"261193","124244","mea","1","","width","6.3","",""
"261194","124244","mea","1","","length","8.8","",""
"261195","124244","mea","1","","height","4.2","",""
"261196","124245","mea","1","","width","8.6","",""
"261197","124245","mea","1","","length","10.6","",""
"261198","124246","mea","1","","width","6.8","",""
"261199","124246","mea","1","","length","8.8","",""
"261200","124246","mea","1","","height","4.5","",""
"261201","124247","mea","1","","width","11.7","",""
"261202","124247","mea","1","","length","15.2","",""
"261203","124248","mea","1","","width","10.2","",""
"261204","124248","mea","1","","length","13","",""
"261205","124248","mea","1","","height","7.4","",""
"261206","124249","mea","1","","width","7.7","",""
"261207","124249","mea","1","","length","9.9","",""
"261208","124249","mea","1","","height","5.2","",""
"261209","124250","mea","1","","width","13.9","",""
"261210","124250","mea","1","","length","16.7","",""
"261211","124250","mea","1","","height","9.1","",""
"261212","124251","mea","1","","width","15.5","",""
"261213","124251","mea","1","","length","20.2","",""
"261214","124251","mea","1","","height","13.2","",""
"261215","124252","mea","1","","width","13.4","",""
"261216","124252","mea","1","","length","18.4","",""
"261217","124252","mea","1","","height","9.4","",""
"261218","124253","mea","1","","width","5.9","",""
"261219","124253","mea","1","","length","7.5","",""
"261220","124253","mea","1","","height","3.9","",""
"261221","124254","mea","1","","width","10.8","",""
"261222","124254","mea","1","","length","12.3","",""
"261223","124254","mea","1","","height","6.9","",""
"261224","124255","mea","1","","width","9","",""
"261225","124255","mea","1","","length","12.3","",""
"261226","124255","mea","1","","height","6.5","",""
"261227","124256","mea","1","","width","11","",""
"261228","124256","mea","1","","length","14.4","",""
"261229","124256","mea","1","","height","9.1","",""
"261230","124257","mea","1","","width","11.3","",""
"261231","124257","mea","1","","length","15.4","",""
"261232","124257","mea","1","","height","8.3","",""
"261233","124258","mea","1","","width","9.3","",""
"261234","124258","mea","1","","length","16.4","",""
"261235","124258","mea","1","","height","10.6","",""
"261236","124259","mea","1","","width","12.3","",""
"261237","124259","mea","1","","length","15.2","",""
"261238","124259","mea","1","","height","9","",""
"261239","124260","mea","1","","width","11","",""
"261240","124260","mea","1","","length","15.8","",""
"261241","124260","mea","1","","height","8.6","",""
"261242","124261","mea","1","","width","13.5","",""
"261243","124261","mea","1","","length","16.7","",""
"261244","124261","mea","1","","height","9.9","",""
"261245","124262","mea","1","","width","9.2","",""
"261246","124262","mea","1","","length","12.1","",""
"261247","124262","mea","1","","height","6.5","",""
"261248","124263","mea","1","","width","7.6","",""
"261249","124263","mea","1","","length","11.9","",""
"261250","124263","mea","1","","height","6.8","",""
"261251","124264","mea","1","","width","9.2","",""
"261252","124264","mea","1","","length","12.2","",""
"261253","124264","mea","1","","height","5.9","",""
"261254","124265","mea","1","","width","12.8","",""
"261255","124265","mea","1","","length","16.5","",""
"261256","124265","mea","1","","height","8.9","",""
"261257","124266","mea","1","","width","9.7","",""
"261258","124266","mea","1","","length","12.4","",""
"261259","124267","mea","1","","width","11.5","",""
"261260","124267","mea","1","","length","16.3","",""
"261261","124267","mea","1","","height","8.9","",""
"261262","124268","mea","1","","width","13.2","",""
"261263","124268","mea","1","","length","15.8","",""
"261264","124268","mea","1","","height","7.9","",""
"261265","124269","mea","1","","width","6.7","",""
"261266","124269","mea","1","","length","9.3","",""
"261267","124269","mea","1","","height","4.8","",""
"261268","124270","mea","1","","width","10.5","",""
"261269","124270","mea","1","","length","14","",""
"261270","124270","mea","1","","height","6.8","",""
"261271","124271","mea","1","","width","11.9","",""
"261272","124271","mea","1","","length","14.8","",""
"261273","124271","mea","1","","height","9","",""
"261274","124272","mea","1","","width","10.2","",""
"261275","124272","mea","1","","length","13.6","",""
"261276","124272","mea","1","","height","9.1","",""
"261277","124273","mea","1","","width","9","",""
"261278","124273","mea","1","","length","10.7","",""
"261279","124273","mea","1","","height","5.6","",""
"261280","124274","mea","1","","width","9.5","",""
"261281","124274","mea","1","","length","12.9","",""
"261282","124274","mea","1","","height","7.8","",""
"261283","124275","mea","1","","width","6.9","",""
"261284","124275","mea","1","","length","9.8","",""
"261285","124276","mea","1","","width","11.7","",""
"261286","124276","mea","1","","length","16.1","",""
"261287","124276","mea","1","","height","10.5","",""
"261288","124277","mea","1","","width","6.8","",""
"261289","124277","mea","1","","length","9","",""
"261290","124277","mea","1","","height","5","",""
"261291","124278","mea","1","","width","13.5","",""
"261292","124278","mea","1","","length","16.9","",""
"261293","124278","mea","1","","height","9.4","",""
"261294","124279","mea","1","","width","12.5","",""
"261295","124279","mea","1","","length","15.3","",""
"261296","124279","mea","1","","height","8","",""
"261297","124280","mea","1","","width","8.2","",""
"261298","124280","mea","1","","length","9.8","",""
"261299","124280","mea","1","","height","5.8","",""
"261300","124281","mea","1","","width","11.6","",""
"261301","124281","mea","1","","length","16","",""
"261302","124281","mea","1","","height","9.5","",""
"261303","124282","mea","1","","width","9.9","",""
"261304","124282","mea","1","","length","13.3","",""
"261305","124282","mea","1","","height","8.2","",""
"261306","124283","mea","1","","width","8.5","",""
"261307","124283","mea","1","","length","12.2","",""
"261308","124284","mea","1","","width","5.7","",""
"261309","124284","mea","1","","length","6.7","",""
"261310","124285","mea","1","","width","11.7","",""
"261311","124285","mea","1","","length","16.3","",""
"261312","124286","mea","1","","width","10.4","",""
"261313","124286","mea","1","","length","15.8","",""
"261314","124286","mea","1","","height","9.7","",""
"261315","124287","mea","1","","width","10.6","",""
"261316","124287","mea","1","","length","13.5","",""
"261317","124288","mea","1","","width","9.9","",""
"261318","124288","mea","1","","length","13.3","",""
"261319","124288","mea","1","","height","6.9","",""
"261320","124289","mea","1","","width","9.3","",""
"261321","124289","mea","1","","length","12.4","",""
"261322","124289","mea","1","","height","8.4","",""
"261323","124290","mea","1","","width","9.7","",""
"261324","124290","mea","1","","length","12.4","",""
"261325","124291","mea","1","","width","9.2","",""
"261326","124291","mea","1","","length","13.3","",""
"261327","124291","mea","1","","height","7.6","",""
"261328","124292","mea","1","","width","11.6","",""
"261329","124292","mea","1","","length","14.6","",""
"261330","124292","mea","1","","height","9.2","",""
"261331","124293","mea","1","","width","11","",""
"261332","124293","mea","1","","length","15.1","",""
"261333","124293","mea","1","","height","9.2","",""
"261334","124294","mea","1","","width","10.4","",""
"261335","124294","mea","1","","length","14.5","",""
"261336","124294","mea","1","","height","8.1","",""
"261337","124295","mea","1","","width","10.8","",""
"261338","124295","mea","1","","length","13.3","",""
"261339","124295","mea","1","","height","8.2","",""
"261340","124296","mea","1","","width","10.7","",""
"261341","124296","mea","1","","length","14.9","",""
"261342","124297","mea","1","","width","9.9","",""
"261343","124297","mea","1","","length","13","",""
"261344","124297","mea","1","","height","7.6","",""
"261345","124298","mea","1","","width","9.7","",""
"261346","124298","mea","1","","length","13.7","",""
"261347","124298","mea","1","","height","7.4","",""
"261348","124299","mea","1","","width","10","",""
"261349","124299","mea","1","","length","15.1","",""
"261350","124299","mea","1","","height","9.2","",""
